StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q50,Q1,Q1_3_TEXT,Q2,Q2_7_TEXT,Q3,Q4,Q5,Q6,Q7,Q8,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q39,Q23,Q24,Q25,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q22_11,Q22_12,Q22_13,Q22_14,Q23,Q24,Q25,Q26,Q27,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q31,Q32,Q33,Q33_5_TEXT,Q34,Q35,Q36,Q38,Random ID
2024-03-18 12:58:52,2024-03-18 14:04:15,IP Address,100,3922,TRUE,2024-03-18 14:04:15,R_7B8NnZeNGjVuBWG,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin Milwaukee,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,Never,Never,Never,Never,Never,No,No,No,No,No,No,No,No,6,25,0,50,7,14,7,2,10,0,3,0,0,0,Occasionally,Never,Occasionally,Occasionally,Occasionally,Can't recall such a conflict,Can't recall such a conflict,Reduced time on schoolwork,Found a way not to reduce time on either,Found a way not to reduce time on either,Can't recall such a conflict,Reduced time on schoolwork,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Hobbies and Sleeping,do less of them,To pursue other interests,,Work,I fully intend to,Very confident,I strongly feel like I belong,70838072
2024-03-20 13:38:06,2024-03-20 13:46:45,IP Address,100,519,TRUE,2024-03-20 13:46:46,R_7fVkV1ZjCsHcoDS,anonymous,EN,I agree and consent,Woman,,"Asian,Hispanic or Latino",,18-24,University of Wisconsin - Milwaukee,Full courseload,Full courseload,3.3 - 4.0,More than 12 months but less than 3 years,Never,At least once a week,Never,Never,At least once in the semester,At least once in the semester,No,Yes,No,Yes,Yes,No,No,Yes,35,10,1,51,10,3,12,15,5,0,2,0,2,5,Sometimes,Occasionally,Occasionally,Often,Often,Found a way not to reduce time on either,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Found a way not to reduce time on either,Reduced time on schoolwork,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Hobbies like watching tv or readings,reducing time on activities.,Financial challenges,,Work full time,I fully intend to,Very confident,I feel somewhat like I belong,5613902
2024-03-14 12:44:25,2024-03-14 12:44:48,IP Address,8,22,FALSE,2024-03-21 12:44:51,R_72r9i2UU1tf3lmQ,anonymous,EN,I agree and consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30257171
2024-03-17 7:36:56,2024-03-17 7:37:01,IP Address,8,5,FALSE,2024-03-24 7:37:07,R_77wfYIWkhsCdliu,anonymous,EN,I agree and consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91035799
2024-03-18 10:44:38,2024-03-18 10:45:30,IP Address,15,51,FALSE,2024-03-25 10:45:33,R_5rwzC9P7qeOEp5D,anonymous,EN,I agree and consent,Another gender identity not listed here (please specify),Nonbinary,White,,25-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10395881
2024-03-19 9:16:39,2024-03-19 10:47:02,IP Address,64,5423,FALSE,2024-03-26 10:47:09,R_31c14M5g37bozLa,anonymous,EN,I agree and consent,Woman,,Asian,,25-34,University of Wisconsin,Less than half couseload,Full courseload,3.3 - 4.0,More than 12 months but less than 3 years,Never,Never,At least once in the semester,At least once in the semester,At least once a week,At least once a month,No,Yes,No,Yes,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97666469
2024-03-26 8:11:27,2024-03-26 8:18:31,IP Address,64,423,FALSE,2024-04-02 8:18:35,R_769066u8XW4scgi,anonymous,EN,I agree and consent,Woman,,White,,25-34,UWM,More than full courseload,Full courseload,3.3 - 4.0,More than 12 months but less than 3 years,At least once in the semester,At least once a week,Never,At least once in the semester,Never,Never,No,Yes,No,Yes,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56768307
2024-09-20 14:36:39,2024-09-20 14:45:10,IP Address,100,510,TRUE,2024-09-20 14:45:10,R_3EumITgK1GH0GKz,anonymous,EN,I agree and consent,Another gender identity not listed here (please specify),Transgender man,White,,18-24,UW La Crosse ,Full courseload,More than full courseload,3.3 - 4.0,3 years or more,At least once in the semester,At least once in the semester,At least once in the semester,At least once in the semester,At least once a month,At least once a month,No,Yes,Yes,No,No,No,No,Yes,25,26,2,42,21,2,1,5,10,0,2,0,3,,Often,Sometimes,Sometimes,Sometimes,Sometimes,Reduced time on schoolwork,Reduced time on the activity,Reduced time on the activity,Found a way not to reduce time on either,Reduced time on the activity,Reduced time on schoolwork,Found a way not to reduce time on either,Found a way not to reduce time on either,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,,"Sleeping, cooking and socializing, RA job","Less sleep, fast food, talk with profs about alternative times",Not doing well enough academically,,Sociology or something with art,I fully intend to,Very confident,I mostly feel like I belong,68894969
2024-09-20 20:32:55,2024-09-20 20:43:55,IP Address,100,660,TRUE,2024-09-20 20:43:57,R_3JDYSbUFGcccBih,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin Whitewater,More than full courseload,More than full courseload,3.3 - 4.0,3 years or more,Never,Never,At least once a week,At least once a month,Never,Never,No,Yes,Yes,Yes,No,Yes,Yes,Yes,36,16,3,42,14,,3,,,,1,,2,,Often,Sometimes,Occasionally,Often,Never,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Found a way not to reduce time on either,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Found a way not to reduce time on either,Can't recall such a conflict,Sleeping,Reducing Personal time,To pursue other interests,,Be a full time musician,I fully intend to,Very confident,I mostly feel like I belong,19285533
2024-09-21 7:11:14,2024-09-21 7:26:41,IP Address,100,926,TRUE,2024-09-21 7:26:41,R_1YRNCgVb3SF8r6g,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin - La Crosse,Full courseload,More than full courseload,3.3 - 4.0,More than 12 months but less than 3 years,Never,Never,Never,Never,Never,At least once a week,Yes,Yes,Yes,No,No,No,No,Yes,35,0,1,,7,1,3.5,4.5,4.5,0,1,0,0,,Never,Never,Occasionally,Often,Never,Reduced time on schoolwork,Reduced time on schoolwork,Reduced time on schoolwork,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Reduced time on schoolwork,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,My participation in the open-source Apache Trafficserver project and my work on programming tutorials for my friends conflict frequently.,I have stopped contributing to Apache Trafficserver so far this semester and have reduced activity writing programming tutorials to when I have free time after my homework is finished.,Other (please specify),Loss of degree value,Work as a software developer. I am an Apache Committer and Yahoo and Apple both want to hire me - I would not have a problem getting a job.,I fully intend to,Very confident,I feel somewhat like I belong,75972601
2024-09-22 11:36:40,2024-09-22 11:43:20,IP Address,100,400,TRUE,2024-09-22 11:43:20,R_5p3Ae1SAcOxbD3r,anonymous,EN,I agree and consent,Woman,,Black or African American,,18-24,University of Wisconsin Whitewater ,Less than half couseload,Full courseload,2.8 - 3.29,12 months or less,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,At least once a month,No,Yes,No,No,No,No,Yes,Yes,8,3,2,8,1,0,1,1,1,0,1,0,0,0,Never,Occasionally,Never,Never,Never,,,,,,,,,,,,,,,,Not doing well enough academically,,I’m minoring in computer science so I would do biomedical science ,I fully intend to,Mostly confident,I feel somewhat like I belong,48398127
2024-09-25 12:46:15,2024-09-25 12:52:09,IP Address,100,354,TRUE,2024-09-25 12:52:10,R_7doR8Y2iKLtXFHi,anonymous,EN,I agree and consent,Woman,,White,,18-24,UW Oshkosh,More than full courseload,More than full courseload,3.3 - 4.0,3 years or more,At least once a month,Never,At least once in the semester,At least once in the semester,Never,Never,No,Yes,Yes,Yes,No,No,No,No,10,0,0,56,7,0,0,48,48,0,0,0,0,24,Never,Never,Occasionally,Occasionally,Occasionally,Can't recall such a conflict,Can't recall such a conflict,Reduced time on schoolwork,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Found a way not to reduce time on either,Found a way not to reduce time on either,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Found a way not to reduce time on either,Hobbies and games,Make time for games to relax from schoolwork,To pursue other interests,,"Most likely major in something else, but it would still be technology based. ",I fully intend to,Very confident,I mostly feel like I belong,82030908
2024-09-25 17:14:52,2024-09-25 19:09:01,IP Address,100,6848,TRUE,2024-09-25 19:09:01,R_5tL0RmZTsU1f9pr,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin-Oshkosh,Full courseload,Full courseload,2.8 - 3.29,3 years or more,At least once a month,At least once in the semester,At least once a month,At least once in the semester,At least once a month,At least once a week,Yes,No,No,Yes,No,No,No,Yes,35,1,0,55,2,0,4.5,2,47,0,1,0,3,1,Often,Sometimes,Sometimes,Often,Occasionally,Can't recall such a conflict,Reduced time on the activity,Reduced time on schoolwork,Reduced time on the activity,Can't recall such a conflict,Found a way not to reduce time on either,Found a way not to reduce time on either,Reduced time on schoolwork,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Found a way not to reduce time on either,Found a way not to reduce time on either,I must say Sleeping and Hobbies conflict with it the most.,"Most of the time, I end up spending an excessive amount of time on either task to ""catch up"". Or if allowed, I hold umit off for tomorrow.",Other (please specify),"Likely a combination of ""not doing well enough academically"" and ""to pursue other interests""",I would find a career that is valid with my Associates in Arts and Sciences degree and spend more time re-evaluating my values and pursuing my hobbies/interests.,I fully intend to,Mostly confident,I feel somewhat like I belong,915832
2024-09-27 7:41:04,2024-09-27 7:48:40,IP Address,100,455,TRUE,2024-09-27 7:48:41,R_6qWj6yPC8yOw7wR,anonymous,EN,I agree and consent,Man,,White,,25-34,UW Whitewater,More than full courseload,More than full courseload,3.3 - 4.0,12 months or less,At least once in the semester,At least once in the semester,At least once in the semester,At least once in the semester,At least once a week,At least once a week,Yes,Yes,No,No,No,No,No,No,50,16,4,56,7,7,9,4,6,4,5,4,0,0,Occasionally,Occasionally,Sometimes,Often,Sometimes,Found a way not to reduce time on either,Reduced time on the activity,Found a way not to reduce time on either,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Found a way not to reduce time on either,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,The desire to hang out on campus can get in the way of completing schoolwork while on campus. I try to stay focused on schoolwork.,"I realize I can have fun later and I will still have my friends later, even if I can't hang out with them right then.",To pursue other interests,,Music or arts.,I fully intend to,Very confident,I strongly feel like I belong,20762335
2024-09-27 7:48:50,2024-09-27 7:49:34,IP Address,100,43,TRUE,2024-09-27 7:49:34,R_5j7kN6eAI9tArJw,anonymous,EN,I agree and consent,Man,,White,,25-34,UW Whitewater,More than full courseload,More than full courseload,3.3 - 4.0,12 months or less,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31682571
2024-09-20 15:32:01,2024-09-20 15:34:46,IP Address,64,165,FALSE,2024-09-27 15:34:48,R_7NVcELJtfoUTEqe,anonymous,EN,I agree and consent,Man,,Another race/ethnicity not listed here (please specify),Albanian ,18-24,Whitewater ,Full courseload,Full courseload,2.2 - 2.79,12 months or less,Never,Never,At least once in the semester,At least once in the semester,At least once in the semester,At least once in the semester,No,No,No,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37793052
2024-09-20 15:46:44,2024-09-20 15:49:24,IP Address,64,160,FALSE,2024-09-27 15:49:28,R_3GddkV4Q24zLo4Q,anonymous,EN,I agree and consent,Man,,White,,18-24,,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,Never,Never,Never,Never,Never,No,Yes,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97385652
2024-09-20 16:15:05,2024-09-20 18:25:49,IP Address,64,7843,FALSE,2024-09-27 18:25:50,R_32lGQmysBIPHMWh,anonymous,EN,I agree and consent,Man,,Black or African American,,18-24,UW-Whitewater,Full courseload,Full courseload,3.3 - 4.0,12 months or less,At least once a week,At least once a week,At least once a month,At least once a month,At least once a week,At least once a week,Yes,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30467437
2024-10-01 22:21:10,2024-10-01 22:30:49,IP Address,100,579,TRUE,2024-10-01 22:30:50,R_1ewyaTfM4QgZnT6,anonymous,EN,I agree and consent,Man,,White,,25-34,University of Wisconsin - Oshkosh,Less than full but at least half courseload,Less than full but at least half courseload,2.8 - 3.29,More than 12 months but less than 3 years,Never,Never,At least once in the semester,Never,At least once in the semester,At least once in the semester,No,No,No,No,No,No,No,No,10,2,0,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84456895
2024-09-25 13:12:28,2024-09-25 13:15:34,IP Address,64,185,FALSE,2024-10-02 13:15:35,R_3EzqdUKGZDQDMoq,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin - Oshkosh,Full courseload,Full courseload,3.3 - 4.0,3 years or more,Never,Never,At least once in the semester,At least once in the semester,Never,Never,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23872315
2024-09-27 15:54:17,2024-09-27 15:54:31,IP Address,8,14,FALSE,2024-10-04 15:54:36,R_39ttOJlRCnvAFbv,anonymous,EN,I agree and consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39630310
2024-12-22 17:02:28,2024-12-22 17:09:43,IP Address,100,434,TRUE,2024-12-22 17:09:43,R_3o0VnNiQbctn274,anonymous,EN,I agree and consent,Woman,,White,,18-24,University of Wisconsin-Milwaukee,More than full courseload,Full courseload,3.3 - 4.0,More than 12 months but less than 3 years,At least once a week,At least once in the semester,At least once a month,At least once in the semester,At least once a month,At least once in the semester,No,Yes,No,No,No,No,No,Yes,50,5,2,2,48,0,3,6,4,0,4,0,3,,Sometimes,Often,Often,Often,Sometimes,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Found a way not to reduce time on either,,Reduced time on schoolwork,Reduced time on the activity,Reduced time on the activity,,Reduced time on the activity,,Found a way not to reduce time on either,Reduced time on the activity,"Sleeping, personal relationships, and hobbies. ","I normally don't, I always make school the priority until I can't anymore (i.e. being too tired and needing to sleep, doing so much school work at once that my brain just kinda stops working and it becomes useless to keep trying)",To pursue other interests,,I honesty have no idea at this point because nothing has my interest as much as compsci. Maybe mathematics?,I fully intend to,Very confident,I mostly feel like I belong,69126148
2024-12-22 0:00:22,2024-12-22 0:01:14,IP Address,28,52,FALSE,2024-12-29 0:01:22,R_3pmt8aiAJl9J0kb,anonymous,EN,I agree and consent,Man,,White,,18-24,,Full courseload,Full courseload,2.8 - 3.29,3 years or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93456365
2024-12-22 6:41:06,2024-12-22 6:42:17,IP Address,28,70,FALSE,2024-12-29 6:42:21,R_3Y8RZby8ex2McdA,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin Milwaukee ,Full courseload,Full courseload,2.8 - 3.29,More than 12 months but less than 3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000388
2024-12-23 9:36:05,2024-12-23 11:05:58,IP Address,28,5393,FALSE,2024-12-30 11:05:59,R_6YPRMDZV1zCUSo3,anonymous,EN,I agree and consent,Woman,,Asian,,18-24,University of Wisconsin Milwaukee,Full courseload,Full courseload,3.3 - 4.0,3 years or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34382117
2025-04-14 8:50:01,2025-04-14 8:57:38,IP Address,100,457,TRUE,2025-04-14 8:57:38,R_7fcCylPyOQnlEbh,anonymous,EN,I agree and consent,Man,,White,,18-24,UW-Whitewater,More than full courseload,More than full courseload,3.3 - 4.0,More than 12 months but less than 3 years,Never,At least once a month,At least once in the semester,At least once in the semester,At least once a month,At least once a week,Yes,No,Yes,Yes,Yes,No,No,Yes,40,12,6,49,7,3,0,5,2,0,0,0,3,0,Sometimes,Occasionally,Often,Often,Often,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,"Research, work, hobbies and being with friends and families.","School always comes first, my general rule of thumb is to prioritize coursework until I am finished with it. Which never happens.",To pursue other interests,,"I do Mathematics as well, I'd probably go into engineering or physics, something more rigorous.",I fully intend to,Very confident,I mostly feel like I belong,85405652
2025-04-14 22:40:24,2025-04-14 22:54:46,IP Address,100,861,TRUE,2025-04-14 22:54:47,R_6PmRmQvtlsT7Rx2,anonymous,EN,I agree and consent,Man,,"White,Asian",,18-24,UW Whitewater,Full courseload,Full courseload,2.2 - 2.79,More than 12 months but less than 3 years,Never,At least once a month,Never,Never,At least once a month,At least once a week,Yes,No,No,Yes,No,No,No,Yes,25,17,15,45,5,0,0,7,7,0,1,0,7,3,Often,Never,Sometimes,Often,Occasionally,Found a way not to reduce time on either,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,,Sleep,I get less sleep,Not doing well enough academically,,Trade school,I fully intend to,Mostly confident,I feel somewhat like I belong,22500578
2025-04-15 14:11:54,2025-04-15 14:16:18,IP Address,100,263,TRUE,2025-04-15 14:16:18,R_7arShDiAHX8NMTs,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin– Madison,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,Never,At least once in the semester,At least once in the semester,At least once in the semester,At least once in the semester,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,Sometimes,Never,Never,Sometimes,Sometimes,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Reduced time on schoolwork,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,,,,,,I fully intend to,Very confident,I mostly feel like I belong,25101615
2025-04-11 11:48:22,2025-04-11 11:51:42,IP Address,64,199,FALSE,2025-04-18 11:51:45,R_6e2zq36BAjQhhwC,anonymous,EN,I agree and consent,Man,,White,,18-24,UW-Whitewater,Full courseload,Full courseload,3.3 - 4.0,More than 12 months but less than 3 years,Never,Never,Never,Never,Never,Never,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11527772
2025-04-13 2:04:16,2025-04-13 2:06:16,IP Address,28,119,FALSE,2025-04-20 2:06:25,R_7LbbyjGCBouyEbb,anonymous,EN,I agree and consent,Man,,White,,18-24,UWW,Full courseload,Full courseload,2.2 - 2.79,More than 12 months but less than 3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74672275
2025-04-21 18:06:03,2025-04-21 18:23:53,IP Address,100,1069,TRUE,2025-04-21 18:23:53,R_74MEj5cOtERKmVL,anonymous,EN,I agree and consent,Man,,"White,Hispanic or Latino",,25-34,UW Milwaukee,Less than half couseload,Less than full but at least half courseload,3.3 - 4.0,3 years or more,At least once in the semester,At least once a month,At least once in the semester,Never,At least once in the semester,At least once a month,No,Yes,Yes,No,No,No,No,Yes,24,24,0,42,2,0,2,28,20,0,8,0,3,0,Sometimes,Never,Often,Occasionally,Occasionally,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Found a way not to reduce time on either,Reduced time on the activity,Can't recall such a conflict,Found a way not to reduce time on either,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,"Work Obligations, since having a job will cause problems for school, depending on the class. If stuff is due on an inconvenient day, then tough luck. If an online class is poorly setup than you are out of luck.","If you have to take a class, then it is time to do class work when you get back and deal with the time crunch. Generally, work does not really budge on time. So if the class is not friendly to people who work, then you have to deal with the rough times. Also, sometimes the professors forget that students have a life and responsibilities outside of class. Sometimes, even the professors blame the students, as happened in a prior semester very early on.",Financial challenges,,Trades,I fully intend to,Very confident,I strongly feel like I belong,61877873
2025-04-22 4:26:56,2025-04-22 4:54:12,IP Address,100,1636,TRUE,2025-04-22 4:54:13,R_1DOLkaMN8HukxeS,anonymous,EN,I agree and consent,Woman,,White,,18-24,UW-Platteville,More than full courseload,Full courseload,3.3 - 4.0,3 years or more,Never,Never,Never,Never,Never,Never,No,No,No,No,No,No,No,No,49,0,0,84,4,2,0,7,12,0,2,0,0,8,Sometimes,Never,Often,Often,Occasionally,Can't recall such a conflict,Can't recall such a conflict,Reduced time on schoolwork,Reduced time on the activity,Reduced time on schoolwork,Can't recall such a conflict,Reduced time on the activity,Reduced time on schoolwork,Can't recall such a conflict,Found a way not to reduce time on either,Can't recall such a conflict,Can't recall such a conflict,Reduced time on schoolwork,"Sleeping and eating/cooking. Mostly sleep, though, because I sleep a lot and have poor mental health and stability otherwise.","I attempt to do some schoolwork, but will sleep if I find myself being too unproductive. I often rely on others to make food for me because I'm stuck at my desk (I also do not enjoy cooking whatsoever). If I'm on my own, I'll eat bread and coffee (no to little time to prepare foods).",Other (please specify),"Not valuable degree anymore, sense of hopelessness for this career field","Probably start rationing my food and helplessly become a fast food worker or something depressing like that, mulling over the economic state of the US, and just deaingl with having zero disposable income whatsoever because school does not feel worth the time/effort if this doesn't work out.",I fully intend to,Mostly confident,I don't feel like I belong,39351991
2025-04-22 9:41:29,2025-04-22 10:03:40,IP Address,100,1330,TRUE,2025-04-22 10:03:40,R_7fwxKuM8938VCwX,anonymous,EN,I agree and consent,Man,,White,,35-44,UW-Milwaukee,Less than full but at least half courseload,Less than full but at least half courseload,3.3 - 4.0,More than 12 months but less than 3 years,Never,Never,Never,Never,Never,Never,No,No,Yes,No,No,No,Yes,No,20,40,0,49,10,0,10,4,10,0,15,0,0,10,Occasionally,Occasionally,Sometimes,Often,Sometimes,Found a way not to reduce time on either,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Found a way not to reduce time on either,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,"Leisure time is what mostly has a conflict.  I usually have cut back on activities such as gaming.  Spending time with family and friends also is cut back.  During the semester, a lot of my free time is spent on schoolwork.","I have a set of priorities, and I have placed schoolwork at one of the top priorities.  This means that I cut back the lower priority activities in my life.  For me, work, school, and my basic human needs are at the same lever.  This means I do everything I can to not cut back on these activities.",Not enough time for studies in this program,,I would continue to work in IT as a network admin.,I fully intend to,Very confident,I mostly feel like I belong,11024269
2025-04-22 13:12:13,2025-04-22 13:25:05,IP Address,100,771,TRUE,2025-04-22 13:25:05,R_72JM9qHF5IG9C23,anonymous,EN,I agree and consent,Man,,White,,25-34,,Less than full but at least half courseload,Less than full but at least half courseload,3.3 - 4.0,More than 12 months but less than 3 years,Never,Never,Never,Never,Never,Never,No,No,No,No,Yes,No,No,Yes,15,45,0,45,5,7,10,3,5,0,5,0,0,,Often,Never,Often,,Often,Found a way not to reduce time on either,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Found a way not to reduce time on either,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,"Sleep, household responsibilities, and cooking/eating",I typically prioritize getting schoolwork completed and trying to find a way to make up time on the other responsibilities elsewhere.,Financial challenges,,Continue at my current job and put more focus on moving upward within the company.,I fully intend to,Very confident,I strongly feel like I belong,11933418
2025-04-15 13:44:20,2025-04-15 13:45:27,IP Address,28,66,FALSE,2025-04-22 13:45:28,R_5ZIak0heTs9lt9n,anonymous,EN,I agree and consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6532026
2025-05-01 8:32:56,2025-05-01 8:39:40,IP Address,100,403,TRUE,2025-05-01 8:39:40,R_7vzWp4bZswcfryx,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin-Milwaukee,Less than full but at least half courseload,Less than full but at least half courseload,2.8 - 3.29,12 months or less,Never,At least once a week,At least once in the semester,At least once in the semester,Never,Never,No,Yes,No,No,No,No,No,No,25,24,10,35,20,2,7,20,20,0,0,0,0,0,Never,Sometimes,Occasionally,Often,Sometimes,Reduced time on schoolwork,Can't recall such a conflict,Reduced time on schoolwork,Reduced time on schoolwork,Reduced time on the activity,Found a way not to reduce time on either,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Work,Going to work and trying to do school work at work,To pursue other interests,,Anything else that would make me happier,I fully intend to,Somewhat confident,I don't feel like I belong,9759631
2025-05-01 8:32:47,2025-05-01 8:46:39,IP Address,100,832,TRUE,2025-05-01 8:46:40,R_5TKuSTnZLWByAMx,anonymous,EN,I agree and consent,Man,,"White,Asian",,18-24,University of Wisconsin Milwaukee ,Full courseload,Full courseload,2.8 - 3.29,12 months or less,At least once in the semester,Never,Never,Never,At least once a month,At least once in the semester,No,No,No,Yes,No,No,No,No,50,0,0,56,1,0,1,0,60,0,0,0,0,0,Occasionally,Never,Never,Sometimes,Never,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Hobbies and fun,Reduced time on hobbies and fun,To pursue other interests,,Whatever that interest is,I fully intend to,Very confident,I mostly feel like I belong,85464949
